start_time	robot_id	from_position_id	to_position_id	measured_gps_x	measured_gps_y	real_gps_x	real_gps_y	measured_orientation	real_orientation	measured_lidar_distance	measured_radar_distance	real_distance	measured_temperature	real_temperature	decided_action	action_successful	holding_item_id	cardinality
38	6	268	268	8	29	8	28	Left	Left	7	7	0	58.30431	57.963608	DoNothing	True		7
38	16	746	746	24	25	24	26	Up	Up	2	2	0	38.180275	38.554977	DoNothing	True		8
38	19	87	87	2	27	2	27	Left	Left	2	2	0	76.498146	75.87479	DoNothing	True		8
38	21	304	304	11	4	10	4	Left	Up		7	0	108.649925	110.352036	DoNothing	True		3
38	0	842	842	28	2	28	2	Down	Down	2	2	0	34.925488	35.569878	DoNothing	True		12
38	3	852	852	28	13	28	12	Right	Right	1	1	0	92.25886	91.75419	DoNothing	True		10
38	11	406	406	13	17	13	16	Up	Up	3	3	0	85.18864	85.100555	DoNothing	True		5
38	23	162	161	5	11	5	12	Down	Down	8	8	0	56.859497	56.89372	StepForward	True		
39	4	35	35	1	5	1	5	Left	Left	1	1	0	76.49451	76.638596	DoNothing	True		2
39	13	39	38	2	10	1	9	Down	Down	3	3	0	92.81986	92.571365	StepForward	True		
39	14	137	137	4	17	4	17	Left	Left	1	1	0	33.350983	32.93913	DoNothing	True		1
39	25	625	626	20	25	20	25	Up	Up	3	3	0	83.124794	83.538826	StepForward	True		
39	8	368	398	12	8	12	8	Right	Right	2	2	0	99.09848	99.0452	StepForward	True		
39	10	628	628	20	28	20	28	Left	Left	5	5	0	82.382545	81.80008	DoNothing	True		7
39	18	696	696	23	6	23	6	Left	Left			0	101.467476	103.85115	DoNothing	True		11
39	12	748	718	24	28	24	28	Left	Left	4	4	0	46.679783	46.464252	StepForward	True		
39	1	851	851	29	11	28	11	Up	Up	1	1	0	67.233315	67.21087	TurnLeft	True		
39	17	47	47	1	17	1	17	Right	Right	1	1	0	92.98263	93.486084	TurnLeft	True		
39	7	65	66	2	5	2	5	Up	Up	2	2	0	99.762764	101.17295	StepForward	True		
39	23	161	160	5	11	5	11	Down	Down	7	7	0	66.64992	66.465034	StepForward	True		
39	27	36	36	1	6	1	6	Up	Up	2	2	0	94.81774	94.903114	DoNothing	True		1
39	22	428	428	16	6	14	8	Up	Up			0	102.58394	105.2553	DoNothing	True		4
39	21	304	304	10	4	10	4	Up	Up		7	0	110.18037	110.352036	DoNothing	True		3
39	2	104	104	3	14	3	14	Up	Up	3	3	0	78.27251	78.52998	DoNothing	True		1
39	19	87	87	2	27	2	27	Left	Left	2	2	0	76.00899	75.87479	DoNothing	True		8
39	15	859	859	28	20	28	19	Right	Right	1	2	0	56.56766	56.176067	DoNothing	True		9
39	9	437	437	14	17	14	17	Up	Up	7	7	0	66.83015	66.62893	DoNothing	True		6
39	3	852	852	28	12	28	12	Right	Right	1	0	0	91.544395	91.75419	DoNothing	True		10
39	24	294	293	10	24	9	24	Down	Down			0	64.976036	65.313866	StepForward	True		
39	6	268	268	8	28	8	28	Left	Left	7	7	0	57.465096	57.963608	DoNothing	True		7
39	26	326	326	10	26	10	26	Up	Up	1	1	0	29.923298	30.180527	DoNothing	True		6
39	5	531	530	17	21	17	21	Down	Down	3	3	0	95.29243	95.400116	StepForward	True		
39	16	746	746	24	25	24	26	Up	Up	3	3	0	38.941902	38.554977	DoNothing	True		8
39	20	76	76	2	16	2	16	Up	Up	1	1	0	70.26046	69.970406	TurnLeft	True		
39	28	34	34	2	4	1	4	Down	Down	1	1	0	45.2061	45.709133	TurnLeft	True		
39	29	561	562	18	21	18	21	Right	Right	3	3	0	80.520256	81.12787	StepForward	True		
39	0	842	842	28	2	28	2	Down	Down	2	3	0	35.785904	35.569878	DoNothing	True		12
39	11	406	406	13	16	13	16	Up	Up	3	2	0	84.89249	85.100555	DoNothing	True		5
40	9	437	437	14	17	14	17	Up	Up	7	7	0	66.68222	66.62893	DoNothing	True		6
40	21	304	304	10	4	10	4	Left	Up		7	0	111.77939	110.352036	DoNothing	True		3
40	6	268	268	8	28	8	28	Left	Left	7	7	0	57.51874	57.963608	DoNothing	True		7
40	14	137	137	4	17	4	17	Left	Left	1	0	0	32.80695	32.93913	DoNothing	True		1
40	7	66	66	2	6	2	6	Up	Up	1	1	0	53.77652	54.336193	TurnRight	True		
40	4	35	35	1	6	1	5	Left	Left	1	1	0	76.09805	76.638596	DoNothing	True		2
40	20	76	46	2	16	2	16	Left	Left	2	2	0	69.857475	69.970406	StepForward	True		
40	13	38	37	2	8	1	8	Down	Down	2	2	0	77.69271	77.69281	StepForward	True		
40	22	428	428	14	7	14	8	Up	Up			0	107.777054	105.2553	DoNothing	True		4
40	16	746	746	24	26	24	26	Up	Up	3	3	0	38.241768	38.554977	DoNothing	True		8
40	17	47	48	1	17	1	17	Up	Up	7	7	0	93.78491	93.486084	StepForward	True		
40	1	851	821	28	11	28	11	Left	Left	2	2	0	67.27116	67.21087	StepForward	True		
40	2	104	104	3	14	3	14	Up	Up	3	3	0	78.70234	78.52998	DoNothing	True		1
40	26	326	326	10	27	10	26	Up	Up	1	1	0	30.019672	30.180527	DoNothing	True		6
40	5	530	529	18	20	17	20	Down	Down	2	2	0	20.995998	20.857647	StepForward	True		
40	23	160	159	5	10	5	10	Down	Down		6	0	103.043045	103.60161	StepForward	True		
40	12	718	688	23	29	23	28	Left	Left	3	3	0	91.105705	91.090065	StepForward	True		
40	8	398	398	13	8	13	8	Right	Right	1	1	0	97.31022	100.64365	TurnLeft	True		
40	0	842	842	28	1	28	2	Down	Down	2	2	0	35.569504	35.569878	DoNothing	True		12
40	28	34	64	1	3	1	4	Right	Right	4	4	0	45.27968	45.709133	StepForward	True		
40	25	626	627	20	26	20	26	Up	Up	2	2	0	40.61833	40.599323	StepForward	True		
40	27	36	36	0	6	1	6	Up	Up	1	1	0	94.85302	94.903114	DoNothing	True		1
40	3	852	852	28	12	28	12	Right	Right	1	1	0	92.08297	91.75419	DoNothing	True		10
40	15	859	859	28	19	28	19	Right	Right	1	1	0	56.070267	56.176067	DoNothing	True		9
40	29	562	563	18	22	18	22	Up	Up	2	2	0	98.06691	97.99795	StepForward	True		
40	11	406	406	13	16	13	16	Up	Up	3	3	0	85.2663	85.100555	DoNothing	True		5
40	18	696	696	23	6	23	6	Left	Left			0	104.055145	103.85115	DoNothing	True		11
40	24	293	292	9	23	9	23	Down	Down			0	87.37439	87.48259	StepForward	True		
40	10	628	628	20	28	20	28	Left	Left	5	5	0	82.04419	81.80008	DoNothing	True		7
40	19	87	87	2	27	2	27	Left	Left	2	2	0	75.74215	75.87479	DoNothing	True		8
41	26	326	326	10	27	10	26	Up	Up	1	1	0	29.994469	30.180527	DoNothing	True		6
41	25	627	627	20	27	20	27	Up	Up	1	1	0	78.23464	78.151855	TurnLeft	True		
41	9	437	437	14	18	14	17	Up	Up	7	6	0	66.41274	66.62893	DoNothing	True		6
41	0	842	842	28	2	28	2	Down	Down	2	2	0	35.51933	35.569878	DoNothing	True		12
41	28	64	65	2	4	2	4	Right	Right	2	3	0	25.71038	25.847364	StepForward	True		
41	18	696	696	23	6	23	6	Left	Left			0	103.909515	103.85115	DoNothing	True		11
41	4	35	35	1	5	1	5	Left	Left	1	1	0	76.74569	76.638596	DoNothing	True		2
41	21	304	304	9	4	10	4	Up	Up		7	0	110.05682	110.352036	DoNothing	True		3
41	5	529	529	17	19	17	19	Down	Down	1	1	0	67.71681	67.86048	TurnLeft	True		
41	24	292	291	9	22	9	22	Down	Down			0	98.96454	98.81216	StepForward	True		
41	20	46	46	1	16	1	16	Left	Left	1	1	0	98.56693	98.136566	TurnRight	True		
41	10	628	628	20	27	20	28	Left	Left	5	5	0	81.57095	81.80008	DoNothing	True		7
41	29	563	563	19	24	18	23	Up	Up	1	1	0	96.29669	96.4044	StartFire	True		
41	14	137	137	4	17	4	17	Left	Left	1	1	0	33.037033	32.93913	DoNothing	True		1
41	3	852	852	28	12	28	12	Right	Right	1	1	0	92.13152	91.75419	DoNothing	True		10
41	7	66	96	2	5	2	6	Right	Right			0	54.36667	54.336193	StepForward	True		
41	2	104	104	3	14	3	14	Up	Up	3	3	0	78.58318	78.52998	DoNothing	True		1
41	16	746	746	24	26	24	26	Up	Up	3	3	0	38.89127	38.554977	DoNothing	True		8
41	11	406	406	14	16	13	16	Up	Up	3	3	0	85.472084	85.100555	DoNothing	True		5
41	17	48	78	1	19	1	18	Up	Up	6	6	0	17.846722	18.300552	StepForward	True		
41	23	159	158	6	9	5	9	Down	Down	5	5	0	105.62107	104.850044	StepForward	True		
41	13	37	37	2	7	1	7	Down	Down	0	1	0	50.552216	50.948204	TurnLeft	True		
41	12	688	658	22	28	22	28	Left	Left	2	2	0	18.65166	18.654034	StepForward	True		
41	15	859	859	28	19	28	19	Right	Right	1	1	0	56.344234	56.176067	DoNothing	True		9
41	27	36	36	1	6	1	6	Up	Up	1	1	0	94.7282	94.903114	DoNothing	True		1
41	22	428	428	14	8	14	8	Up	Up			0	103.785614	105.2553	DoNothing	True		4
41	1	821	821	26	9	27	11	Left	Left	1	1	0	87.19884	86.43527	GraspAnItem	True		
41	19	87	87	2	27	2	27	Left	Left	2	2	0	75.68872	75.87479	DoNothing	True		8
41	6	268	268	8	28	8	28	Left	Left	7	7	0	57.9513	57.963608	DoNothing	True		7
41	8	398	399	12	8	13	8	Up	Up			0	101.95754	100.64365	StepForward	True		
42	18	696	696	23	6	23	6	Left	Left			0	99.471115	103.85115	DoNothing	True		11
42	5	529	529	16	19	17	19	Right	Right	1	1	0	68.052345	67.86048	TurnRight	True		
42	13	37	37	2	6	1	7	Right	Right	1	1	0	50.578037	50.948204	GraspAnItem	True		
42	28	65	65	2	4	2	5	Up	Up			0	103.12195	101.17295	StepForward	False		
42	26	326	326	10	26	10	26	Up	Up	1	1	0	29.759657	30.180527	DoNothing	True		6
42	27	36	36	1	6	1	6	Up	Up	1	2	0	94.87385	94.903114	DoNothing	True		1
42	21	304	304	10	4	10	4	Up	Up		7	0	108.35218	110.352036	DoNothing	True		3
42	3	852	852	29	12	28	12	Right	Right	1	1	0	91.99189	91.75419	DoNothing	True		10
42	23	158	157	6	9	5	8	Down	Down	4	3	0	18.746365	18.96481	StepForward	True		
42	9	437	437	14	17	14	17	Up	Up	7	7	0	66.948044	66.62893	DoNothing	True		6
42	15	859	859	28	20	28	19	Right	Right	1	1	0	55.955147	56.176067	DoNothing	True		9
42	22	428	428	13	8	14	8	Up	Up			0	103.33943	105.2553	DoNothing	True		4
42	6	268	268	8	28	8	28	Left	Left	7	7	0	58.158905	57.963608	DoNothing	True		7
42	2	104	104	3	14	3	14	Up	Up	3	3	0	78.737976	78.52998	DoNothing	True		1
42	10	628	628	20	28	20	28	Left	Left	5	5	0	82.06591	81.80008	DoNothing	True		7
42	7	96	95	3	6	3	6	Right	Right			0	99.31567	99.530624	StepForward	True		
42	1	821	822	27	12	27	11	Left	Left			0	86.305	86.43527	StepForward	True		
42	12	658	658	21	27	21	28	Left	Left	1	1	0	107.76186	107.346245	TurnLeft	True		
42	19	87	87	1	27	2	27	Left	Left	2	2	0	75.86717	75.87479	DoNothing	True		8
42	17	78	78	2	18	2	18	Right	Right	1	1	0	93.30813	92.56154	TurnLeft	True		
42	29	563	563	18	23	18	23	Up	Up	2	2	0	96.0082	96.4044	TurnLeft	True		
42	8	399	400	13	9	13	9	Up	Up		7	0	102.746895	101.71224	StepForward	True		
42	20	46	47	1	16	1	16	Up	Up	8	8	0	98.49361	98.136566	StepForward	True		
42	0	842	842	28	2	28	2	Down	Down	2	2	0	35.130604	35.569878	DoNothing	True		12
42	16	746	746	24	26	24	26	Up	Up	3	3	0	38.378014	38.554977	DoNothing	True		8
42	25	627	597	20	27	20	27	Left	Left	9	9	0	78.43922	78.151855	StepForward	True		
42	24	291	290	9	22	9	21	Down	Down			0	57.47427	57.898216	StepForward	True		
42	11	406	406	13	15	13	16	Up	Up	3	3	0	85.4994	85.100555	DoNothing	True		5
42	4	35	35	0	4	1	5	Left	Left	1	1	0	76.74213	76.638596	DoNothing	True		2
42	14	137	137	4	17	4	17	Left	Left	1	1	0	33.29647	32.93913	DoNothing	True		1
43	21	304	304	10	4	10	4	Up	Up		7	0	109.11404	110.352036	DoNothing	True		3
43	3	852	852	28	12	28	12	Right	Right	1	2	0	91.54568	91.75419	DoNothing	True		10
43	22	428	428	14	10	14	8	Up	Up			0	104.85198	105.2553	DoNothing	True		4
43	11	406	406	13	16	13	16	Up	Up	3	3	0	84.74698	85.100555	DoNothing	True		5
43	18	696	696	22	6	23	6	Left	Left			0	103.17162	103.85115	DoNothing	True		11
43	5	529	529	17	19	17	19	Down	Down	1	1	0	67.27732	67.86048	TurnRight	True		
43	29	563	533	19	23	18	23	Left	Left	2	2	0	96.18547	96.4044	StepForward	True		
43	15	859	859	28	20	28	19	Right	Right	2	1	0	55.863297	56.176067	DoNothing	True		9
43	28	65	65	2	5	2	5	Left	Left	1	1	0	98.8728	101.17295	TurnLeft	True		
43	20	47	47	0	17	1	17	Up	Up	6	7	0	93.33883	93.486084	StepForward	False		
43	26	326	326	10	25	10	26	Up	Up	1	1	0	29.953236	30.180527	DoNothing	True		6
43	17	78	78	2	19	2	18	Up	Up	1	1	0	92.144585	92.56154	TurnRight	True		
43	14	137	137	4	17	4	17	Left	Left	1	1	0	33.328457	32.93913	DoNothing	True		1
43	10	628	628	20	29	20	28	Left	Left	5	5	0	81.5729	81.80008	DoNothing	True		7
43	12	658	657	21	29	21	28	Down	Down		7	0	109.35754	107.346245	StepForward	True		
43	6	268	268	8	28	8	28	Left	Left	7	7	0	57.94589	57.963608	DoNothing	True		7
43	7	95	95	3	5	3	5	Down	Down	4	4	0	31.103123	31.241938	StepForward	False		
43	24	290	289	9	20	9	20	Down	Down			0	21.66637	22.329472	StepForward	True		
43	9	437	437	14	16	14	17	Up	Up	7	7	0	66.363945	66.62893	DoNothing	True		6
43	25	597	567	18	27	19	27	Left	Left	8	8	0	66.48519	66.74901	StepForward	True		
43	1	822	823	27	12	27	12	Up	Up			0	65.89639	66.00807	StepForward	True		
43	2	104	104	3	14	3	14	Up	Up	3	3	0	78.80729	78.52998	DoNothing	True		1
43	27	36	36	1	6	1	6	Up	Up	1	2	0	95.23294	94.903114	DoNothing	True		1
43	4	35	35	1	5	1	5	Left	Left	1	1	0	76.71688	76.638596	DoNothing	True		2
43	19	87	87	3	27	2	27	Left	Left	2	2	0	76.3429	75.87479	DoNothing	True		8
43	0	842	842	27	2	28	2	Down	Down	2	2	0	35.894062	35.569878	DoNothing	True		12
43	23	157	156	5	6	5	7	Down	Down	2	3	0	90.793365	91.45356	StepForward	True		
43	8	400	401	13	10	13	10	Up	Up	6	6	0	89.66644	90.002914	StepForward	True		
43	13	37	67	1	7	1	7	Right	Right	7	7	0	51.132893	50.948204	StepForward	True		
43	16	746	746	24	26	24	26	Up	Up	3	3	0	38.47951	38.554977	DoNothing	True		8
44	21	304	304	10	4	10	4	Up	Up		7	0	108.6594	110.352036	DoNothing	True		3
44	10	628	628	20	28	20	28	Left	Left	5	5	0	81.842514	81.80008	DoNothing	True		7
44	13	67	66	2	7	2	7	Right	Right	6	6	0	41.14654	40.934357	StepForward	True		
44	4	35	35	1	5	1	5	Left	Left	1	1	0	76.61405	76.638596	DoNothing	True		2
44	22	428	428	14	8	14	8	Up	Up			0	106.33042	105.2553	DoNothing	True		4
44	3	852	852	28	12	28	12	Right	Right	1	1	0	91.495026	91.75419	DoNothing	True		10
44	6	268	268	8	28	8	28	Left	Left	7	7	0	57.842194	57.963608	DoNothing	True		7
44	29	533	533	17	24	17	23	Left	Left	1	1	0	63.60408	63.434334	TurnRight	True		
44	23	156	126	5	6	5	6	Down	Down	2	2	0	98.934395	98.82871	StepForward	True		
44	28	65	64	2	5	2	5	Down	Down	2	1	0	103.00507	101.17295	StepForward	True		
44	14	137	137	4	17	4	17	Left	Left	1	1	0	32.67988	32.93913	DoNothing	True		1
44	5	529	499	19	19	17	19	Left	Left	4	3	0	68.23912	67.86048	StepForward	True		
44	18	696	696	23	6	23	6	Left	Left			0	102.538635	103.85115	DoNothing	True		11
44	26	326	326	10	26	10	26	Up	Up	1	1	0	30.16703	30.180527	DoNothing	True		6
44	20	47	47	1	16	1	17	Right	Right	0	1	0	93.38106	93.486084	TurnLeft	True		
44	9	437	437	15	17	14	17	Up	Up	6	7	0	66.43634	66.62893	DoNothing	True		6
44	11	406	406	13	16	13	16	Up	Up	3	3	0	85.286545	85.100555	DoNothing	True		5
44	17	78	78	2	18	2	18	Right	Right	1	1	0	93.185326	92.56154	TurnLeft	True		
44	8	401	402	13	11	13	11	Up	Up	5	5	0	108.04497	109.301765	StepForward	True		
44	24	289	288	9	19	9	19	Down	Down			0	19.826132	19.466745	StepForward	True		
44	27	36	36	1	6	1	6	Up	Up			0	94.56734	94.903114	DoNothing	True		1
44	2	104	104	3	14	3	14	Up	Up	3	3	0	78.29955	78.52998	DoNothing	True		1
44	16	746	746	24	26	24	26	Up	Up	3	2	0	38.150085	38.554977	DoNothing	True		8
44	12	657	656	21	25	21	27	Down	Down	6	6	0	69.30577	69.65306	StepForward	True		
44	25	567	537	18	27	18	27	Left	Left	7	7	0	32.49621	32.125217	StepForward	True		
44	7	95	65	3	5	3	5	Left	Left	1	2	0	30.994738	31.241938	StepForward	True		
44	19	87	87	0	27	2	27	Left	Left	2	2	0	75.47203	75.87479	DoNothing	True		8
44	15	859	859	28	19	28	19	Right	Right	1	1	0	56.17218	56.176067	DoNothing	True		9
44	1	823	824	27	14	27	13	Up	Up			0	73.33156	73.657104	StepForward	True		
44	0	842	842	28	2	28	2	Down	Down	2	2	0	35.693237	35.569878	DoNothing	True		12
45	0	842	842	28	1	28	2	Down	Down	2	2	0	35.58995	35.569878	DoNothing	True		12
45	9	437	437	14	17	14	17	Up	Up	7	7	0	66.95626	66.62893	DoNothing	True		6
45	7	65	65	2	5	2	5	Left	Left	1	1	0	101.69018	101.17295	TurnRight	True		
45	10	628	628	20	28	20	28	Left	Left	5	5	0	81.97472	81.80008	DoNothing	True		7
45	27	36	36	2	6	1	6	Up	Up			0	94.928444	94.903114	DoNothing	True		1
45	19	87	87	1	27	2	27	Left	Left	2	2	0	75.979576	75.87479	DoNothing	True		8
45	14	137	137	4	17	4	17	Left	Left	1	1	0	33.038506	32.93913	DoNothing	True		1
45	22	428	428	14	11	14	8	Up	Up			0	106.54149	105.2553	DoNothing	True		4
45	12	656	655	20	26	21	26	Down	Down	5	5	0	61.35983	61.672993	StepForward	True		
45	6	268	268	8	28	8	28	Left	Left	7	7	0	57.815334	57.963608	DoNothing	True		7
45	25	537	507	18	27	17	27	Left	Left	6	6	0	97.88853	97.834496	StepForward	True		
45	3	852	852	28	11	28	12	Right	Right	1	1	0	91.84502	91.75419	DoNothing	True		10
45	16	746	746	24	26	24	26	Up	Up	3	3	0	38.57411	38.554977	DoNothing	True		8
45	4	35	35	1	5	1	5	Left	Left	1	1	0	76.84651	76.638596	DoNothing	True		2
45	1	824	825	27	14	27	14	Up	Up			0	115.44226	115.48801	StepForward	True		
45	8	402	403	13	12	13	12	Up	Up	4	5	0	101.62005	102.899	StepForward	True		
45	18	696	696	23	6	23	6	Left	Left			0	103.96781	103.85115	DoNothing	True		11
45	26	326	326	10	26	10	26	Up	Up	1	1	0	30.08683	30.180527	DoNothing	True		6
45	13	66	66	2	6	2	6	Down	Down	1	1	0	54.15902	54.336193	TurnLeft	True		
45	29	533	533	17	22	17	23	Up	Up	1	1	0	64.23166	63.434334	TurnRight	True		
45	28	64	64	3	4	2	4	Down	Down	1	1	0	25.105186	25.847364	TurnRight	True		
45	24	288	287	10	17	9	18	Down	Down			0	42.32046	42.34537	StepForward	True		
45	15	859	859	28	19	28	19	Right	Right	1	1	0	55.786625	56.176067	DoNothing	True		9
45	5	499	499	16	19	16	19	Left	Left	3	3	0	114.135376	114.42451	TurnRight	True		
45	17	78	78	2	18	2	18	Up	Up	1	1	0	92.46739	92.56154	TurnLeft	True		
45	23	126	96	4	6	4	6	Left	Left	2	2	0	42.753094	42.175472	StepForward	True		
45	21	304	304	10	4	10	4	Up	Up		7	0	113.87306	110.352036	DoNothing	True		3
45	20	47	48	1	17	1	17	Up	Up	7	7	0	93.21505	93.486084	StepForward	True		
45	11	406	406	13	16	13	16	Up	Up	3	3	0	84.92393	85.100555	DoNothing	True		5
45	2	104	104	4	15	3	14	Up	Up	3	3	0	78.09221	78.52998	DoNothing	True		1
46	7	65	65	2	5	2	5	Up	Up	1	1	0	102.65775	101.17295	TurnRight	True		
46	18	696	696	23	6	23	6	Left	Left			0	103.725334	103.85115	DoNothing	True		11
46	28	64	34	2	4	2	4	Left	Left	2	2	0	26.18243	25.847364	StepForward	True		
46	22	428	428	14	7	14	8	Up	Up			0	104.768974	105.2553	DoNothing	True		4
46	5	499	499	16	19	16	19	Up	Up	4	5	0	112.92925	114.42451	TurnRight	True		
46	21	304	304	10	4	10	4	Up	Up		7	0	111.966125	110.352036	DoNothing	True		3
46	1	825	826	27	14	27	15	Up	Up			0	75.97136	75.83029	StepForward	True		
46	4	35	35	1	5	1	5	Left	Left	1	1	0	76.931175	76.638596	DoNothing	True		2
46	15	859	859	28	18	28	19	Right	Right	1	0	0	56.35624	56.176067	DoNothing	True		9
46	14	137	137	5	17	4	17	Left	Left	0	1	0	32.72037	32.93913	DoNothing	True		1
46	3	852	852	28	12	28	12	Right	Right	1	1	0	92.212036	91.75419	DoNothing	True		10
46	12	655	654	22	25	21	25	Down	Down	4	4	0	32.462585	33.061394	StepForward	True		
46	27	36	36	1	6	1	6	Up	Up			0	95.23636	94.903114	DoNothing	True		1
46	20	48	48	2	18	1	18	Up	Up	6	6	0	18.307304	18.300552	StepForward	False		
46	10	628	628	19	28	20	28	Left	Left	4	5	0	82.05339	81.80008	DoNothing	True		7
46	9	437	437	14	17	14	17	Up	Up	7	7	0	66.41844	66.62893	DoNothing	True		6
46	26	326	326	10	26	10	26	Up	Up	1	1	0	30.400534	30.180527	DoNothing	True		6
46	23	96	96	3	6	3	6	Left	Left	1	2	0	100.216324	99.530624	TurnLeft	True		
46	11	406	406	13	16	13	16	Up	Up	3	3	0	85.063614	85.100555	DoNothing	True		5
46	2	104	104	3	14	3	14	Up	Up	3	3	0	78.3802	78.52998	DoNothing	True		1
46	25	507	477	17	27	16	27	Left	Left	5	5	0	67.81108	68.04006	StepForward	True		
46	0	842	842	28	2	28	2	Down	Down	2	2	0	35.744057	35.569878	DoNothing	True		12
46	17	78	78	2	18	2	18	Left	Left	1	1	0	92.78495	92.56154	TurnRight	True		
46	16	746	746	23	26	24	26	Up	Up	3	3	0	38.8011	38.554977	DoNothing	True		8
46	24	287	286	9	17	9	17	Down	Down			0	100.56767	103.3886	StepForward	True		
46	8	403	404	13	13	13	13	Up	Up	4	3	0	23.701155	23.932549	StepForward	True		
46	13	66	66	3	6	2	6	Right	Right	1	1	0	54.774765	54.336193	TurnLeft	True		
46	29	533	563	17	23	17	23	Right	Right	5	5	0	63.515537	63.434334	StepForward	True		
46	19	87	87	2	27	2	27	Left	Left	2	2	0	75.68782	75.87479	DoNothing	True		8
46	6	268	268	8	28	8	28	Left	Left	7	7	0	57.61932	57.963608	DoNothing	True		7
47	1	826	827	28	15	27	16	Up	Up			0	85.01908	85.52574	StepForward	True		
47	27	36	36	1	6	1	6	Up	Up			0	94.82237	94.903114	DoNothing	True		1
47	13	66	67	2	6	2	6	Up	Up			0	54.394924	54.336193	StepForward	True		
47	25	477	447	15	28	15	27	Left	Left	4	3	0	102.76055	104.659035	StepForward	True		
47	4	35	35	0	5	1	5	Left	Left	1	1	0	76.870865	76.638596	DoNothing	True		2
47	22	428	428	14	8	14	8	Up	Up			0	104.21917	105.2553	DoNothing	True		4
47	11	406	406	13	16	13	16	Up	Up	3	3	0	84.98255	85.100555	DoNothing	True		5
47	15	859	859	27	19	28	19	Right	Right	1	1	0	56.106472	56.176067	DoNothing	True		9
47	17	78	78	1	17	2	18	Up	Up	1	1	0	92.665955	92.56154	TurnRight	True		
47	28	34	34	1	4	1	4	Left	Left	1	2	0	45.477062	45.709133	TurnRight	True		
47	9	437	437	14	18	14	17	Up	Up	7	7	0	66.05875	66.62893	DoNothing	True		6
47	0	842	842	28	2	28	2	Down	Down	2	2	0	35.781593	35.569878	DoNothing	True		12
47	6	268	268	8	27	8	28	Left	Left	7	7	0	58.209656	57.963608	DoNothing	True		7
47	14	137	137	4	17	4	17	Left	Left	1	1	0	32.802948	32.93913	DoNothing	True		1
47	29	563	563	18	23	18	23	Right	Right	4	4	0	96.945015	96.4044	StepForward	False		
47	16	746	746	24	26	24	26	Up	Up	3	3	0	38.231766	38.554977	DoNothing	True		8
47	3	852	852	28	12	28	12	Right	Right	1	1	0	91.90574	91.75419	DoNothing	True		10
47	19	87	87	2	28	2	27	Left	Left	2	2	0	75.13068	75.87479	DoNothing	True		8
47	24	286	285	9	16	9	16	Down	Down	9	9	0	73.64245	74.00531	StepForward	True		
47	23	96	95	3	6	3	6	Down	Down	6	5	0	99.46075	99.530624	StepForward	True		
47	26	326	326	10	26	10	26	Up	Up	1	1	0	30.500057	30.180527	DoNothing	True		6
47	5	499	529	16	19	16	19	Right	Right	2	2	0	116.65137	114.42451	StepForward	True		
47	20	48	48	1	18	1	18	Right	Right	2	1	0	17.956078	18.300552	TurnRight	True		
47	21	304	304	10	4	10	4	Up	Up		7	0	112.03557	110.352036	DoNothing	True		3
47	10	628	628	20	28	20	28	Left	Left	5	5	0	81.82922	81.80008	DoNothing	True		7
47	12	654	653	20	24	21	24	Down	Down	3	3	0	66.031876	65.95672	StepForward	True		
47	18	696	696	22	6	23	6	Left	Left			0	104.439224	103.85115	DoNothing	True		11
47	7	65	65	2	5	2	5	Right	Right	1	1	0	101.98371	101.17295	TurnRight	True		
47	8	404	405	13	14	13	14	Up	Up	2	2	0	79.72628	79.55049	StepForward	True		
47	2	104	104	5	14	3	14	Up	Up	3	3	0	78.24035	78.52998	DoNothing	True		1
48	27	36	37	1	5	1	6	Up	Up			0	94.87932	94.903114	StepForward	True		
48	23	95	95	3	4	3	5	Down	Down	4	5	0	31.251677	31.241938	StepForward	False		
48	17	78	78	2	19	2	18	Right	Right	1	1	0	92.49094	92.56154	TurnRight	True		
48	24	285	284	9	15	9	15	Down	Down	8	8	0	88.23031	88.66068	StepForward	True		
48	7	65	64	2	5	2	5	Down	Down	2	2	0	99.444984	101.17295	StepForward	True		
48	3	852	852	28	11	28	12	Right	Right	1	1	0	92.01496	91.75419	DoNothing	True		10
48	18	696	696	23	6	23	6	Left	Left			0	101.35878	103.85115	DoNothing	True		11
48	0	842	842	28	2	28	2	Down	Down	2	2	0	35.0337	35.569878	DoNothing	True		12
48	8	405	405	12	16	13	15	Up	Up	1	1	0	117.56586	117.78863	TurnLeft	True		
48	1	827	828	27	17	27	17	Up	Up			0	54.044773	53.939037	StepForward	True		
48	29	563	563	17	22	18	23	Up	Up	2	2	0	96.45575	96.4044	TurnRight	True		
48	19	87	87	2	26	2	27	Left	Left	2	2	0	76.12751	75.87479	DoNothing	True		8
48	6	268	268	8	27	8	28	Left	Left	7	7	0	57.692642	57.963608	DoNothing	True		7
48	26	326	326	10	26	10	26	Up	Up	1	1	0	30.177317	30.180527	DoNothing	True		6
48	11	406	406	13	17	13	16	Up	Up	3	3	0	84.91161	85.100555	DoNothing	True		5
48	10	628	628	21	28	20	28	Left	Left	5	5	0	82.64073	81.80008	DoNothing	True		7
48	20	48	47	1	18	1	18	Down	Down			0	18.14701	18.300552	StepForward	True		
48	14	137	137	4	17	4	17	Left	Left	1	1	0	33.46107	32.93913	DoNothing	True		1
48	22	428	428	11	8	14	8	Up	Up			0	104.88898	105.2553	DoNothing	True		4
